city,st,state,lat,lon,county,zip
Hummels,PA,Pennsylvania,0,0,null,null
Hunker,PA,Pennsylvania,40.20444,-79.61611,Westmoreland,15639
Huntingdon,PA,Pennsylvania,40.49528,-78.01306,Huntingdon,"16652, 16654"
Hyde Park,PA,Pennsylvania,40.63167,-79.58972,Westmoreland,15641
Hyde,PA,Pennsylvania,41.00306,-78.46306,Clearfield,16843
Hyndman,PA,Pennsylvania,39.82111,-78.72139,Bedford,15545
Indiana,PA,Pennsylvania,40.617,-79.15,Indiana,15701
Indian Lake,PA,Pennsylvania,40.0475,-78.85917,Somerset,null
Industry,PA,Pennsylvania,40.65611,-80.40944,Beaver,15052
Ingram,PA,Pennsylvania,40.44528,-80.06694,Allegheny,null
Irvona,PA,Pennsylvania,40.77361,-78.5525,Clearfield,16656
Irwin,PA,Pennsylvania,40.32778,-79.70306,Westmoreland,15642
Ivyland,PA,Pennsylvania,40.20889,-75.07194,Bucks,18974
Jackson Center,PA,Pennsylvania,41.27083,-80.14333,Mercer,16133
Jacobus,PA,Pennsylvania,39.8825,-76.71194,York,17407
James,PA,Pennsylvania,0,0,null,null
Jeannette,PA,Pennsylvania,40.32889,-79.61389,Westmoreland,15644
Jeddo,PA,Pennsylvania,40.99444,-75.89917,Luzerne,18224
Jefferson,PA,Pennsylvania,0,0,null,null
Jefferson,PA,Pennsylvania,0,0,null,null
Jefferson Hills,PA,Pennsylvania,40.29111,-79.93194,Allegheny,null
Jenkin,PA,Pennsylvania,0,0,null,null
Jenners,PA,Pennsylvania,40.14306,-79.04278,Somerset,null
Jermyn,PA,Pennsylvania,41.52778,-75.54722,Lackawanna,null
Jersey Shore,PA,Pennsylvania,41.2025,-77.26667,Lycoming,"17723, 17727, 17740"
Jessup,PA,Pennsylvania,41.47111,-75.56222,Lackawanna,18434
Jim Thorpe,PA,Pennsylvania,40.87306,-75.73639,Carbon,18229
Johnsonburg,PA,Pennsylvania,41.49389,-78.67972,Elk,15845
Johns,PA,Pennsylvania,0,0,null,null
Jones,PA,Pennsylvania,0,0,null,null
Juniata Terrace,PA,Pennsylvania,40.58472,-77.58028,Mifflin,17044
Kane,PA,Pennsylvania,41.66167,-78.81028,McKean,16735
Karns,PA,Pennsylvania,40.63028,-79.70361,Allegheny,null
Kenhorst,PA,Pennsylvania,40.30806,-75.94417,Berks,19607
Kennett Square,PA,Pennsylvania,39.84417,-75.71056,Chester,19348
Kingston,PA,Pennsylvania,41.267,-75.883,Luzerne,18704
Kistler,PA,Pennsylvania,40.38056,-77.86778,Mifflin,17066
Kittanning,PA,Pennsylvania,40.82,-79.52139,Armstrong,16201
Knox,PA,Pennsylvania,41.23528,-79.53611,Clarion,16232
Knoxville,PA,Pennsylvania,41.95694,-77.43722,Tioga,16928
Koppel,PA,Pennsylvania,40.83333,-80.32361,Beaver,16136
Kulpmont,PA,Pennsylvania,40.79306,-76.47333,Northumberland,17834
Kutz,PA,Pennsylvania,0,0,null,null
Laceyville,PA,Pennsylvania,41.64528,-76.16056,Wyoming,18623
Laflin,PA,Pennsylvania,41.29028,-75.79278,Luzerne,18702
Lake,PA,Pennsylvania,0,0,null,null
Lancaster,PA,Pennsylvania,40.03972,-76.30444,Lancaster,"17573, 17601−17608, 17611, 17622, 17699"
Landingville,PA,Pennsylvania,40.62639,-76.12333,Schuylkill,17942
Landisburg,PA,Pennsylvania,40.34222,-77.30694,Perry,17040
Lanesboro,PA,Pennsylvania,41.96333,-75.58194,Susquehanna,"18827, 18847"
Langhorne,PA,Pennsylvania,40.1775,-74.91889,Bucks,"19047, 19053"
Langhorne Manor,PA,Pennsylvania,40.16583,-74.91778,Bucks,19047
Lansdale,PA,Pennsylvania,40.24194,-75.28417,Montgomery,19446
Lansdowne,PA,Pennsylvania,39.94139,-75.27528,Delaware,19050
Lansford,PA,Pennsylvania,40.83139,-75.88333,Carbon,18232
Laporte,PA,Pennsylvania,41.42333,-76.49083,Sullivan,18626
Larksville,PA,Pennsylvania,41.25861,-75.92722,Luzerne,null
Latrobe,PA,Pennsylvania,40.315,-79.38111,Westmoreland,15650
Laureldale,PA,Pennsylvania,40.38917,-75.91417,Berks,19605
Laurel Mountain,PA,Pennsylvania,40.21139,-79.18444,Westmoreland,15655
Laurel Run,PA,Pennsylvania,41.21722,-75.84139,Luzerne,null
Lawrenceville,PA,Pennsylvania,41.99583,-77.12917,Tioga,16929
Lebanon,PA,Pennsylvania,40.34167,-76.42083,Lebanon,"17042, 17046"
Leechburg,PA,Pennsylvania,40.62917,-79.60361,Armstrong,15656
Leesport,PA,Pennsylvania,40.44389,-75.96806,Berks,19533
Leetsdale,PA,Pennsylvania,40.56667,-80.21139,Allegheny,null
Lehighton,PA,Pennsylvania,40.83194,-75.71472,Carbon,18235
Lemoyne,PA,Pennsylvania,40.24417,-76.89889,Cumberland,17043
Lenhartsville,PA,Pennsylvania,40.57333,-75.88667,Berks,19534
Le Raysville,PA,Pennsylvania,41.83778,-76.18028,Bradford,18829
Lewisberry,PA,Pennsylvania,40.13528,-76.86056,York,17339
Lewisburg,PA,Pennsylvania,40.96389,-76.88806,Union,17837
Lewis Run,PA,Pennsylvania,41.87,-78.66222,McKean,16738
Lewis,PA,Pennsylvania,0,0,null,null
Liberty,PA,Pennsylvania,0,0,null,null
Liberty,PA,Pennsylvania,0,0,null,null
Ligonier,PA,Pennsylvania,40.24444,-79.23694,Westmoreland,15658
Lilly,PA,Pennsylvania,40.425,-78.62056,Cambria,15938
Lincoln,PA,Pennsylvania,40.29083,-79.85139,Allegheny,"15133, 15135, 15037"
Linesville,PA,Pennsylvania,41.65639,-80.42444,Crawford,null
Lititz,PA,Pennsylvania,40.15472,-76.30333,Lancaster,17543
Little Meadows,PA,Pennsylvania,41.99083,-76.13361,Susquehanna,18830
Littles,PA,Pennsylvania,0,0,null,null
Liverpool,PA,Pennsylvania,40.57361,-76.99111,Perry,17045
Lock Haven,PA,Pennsylvania,41.13778,-77.45083,Clinton,17745
Loganton,PA,Pennsylvania,41.03417,-77.30639,Clinton,17747
Loganville,PA,Pennsylvania,39.85528,-76.70833,York,17342
Long Branch,PA,Pennsylvania,40.09167,-79.88306,Washington,null
Lorain,PA,Pennsylvania,40.29667,-78.89583,Cambria,15902
Loretto,PA,Pennsylvania,40.50639,-78.63611,Cambria,15940
Lower Burrell,PA,Pennsylvania,40.58389,-79.72194,Westmoreland,15068
Luzerne,PA,Pennsylvania,41.28389,-75.89278,Luzerne,18709
Lykens,PA,Pennsylvania,40.56694,-76.7025,Dauphin,17048
Lyons,PA,Pennsylvania,40.48028,-75.75694,Berks,19536
McAdoo,PA,Pennsylvania,40.90083,-75.99194,Schuylkill,18237
McClure,PA,Pennsylvania,40.70639,-77.31417,Snyder,17841
McConnellsburg,PA,Pennsylvania,39.93278,-77.99611,Fulton,17233
McDonald,PA,Pennsylvania,40.37,-80.23278,Allegheny,15057
McEwensville,PA,Pennsylvania,41.07222,-76.81861,Northumberland,17749
McKean,PA,Pennsylvania,41.99889,-80.14556,Erie,16426
McKeesport,PA,Pennsylvania,40.34389,-79.84889,Allegheny,15132
McKees Rocks,PA,Pennsylvania,40.4702194,-80.0636722,Allegheny,15136
McSherrys,PA,Pennsylvania,0,0,null,null
Macungie,PA,Pennsylvania,40.51389,-75.5525,Lehigh,18062
McVey,PA,Pennsylvania,0,0,null,null
Madison,PA,Pennsylvania,40.24861,-79.67944,Westmoreland,15663
Mahaffey,PA,Pennsylvania,40.87583,-78.72806,Clearfield,15757
Mahanoy,PA,Pennsylvania,0,0,null,null
Malvern,PA,Pennsylvania,40.03444,-75.51444,Chester,19355
Manchester,PA,Pennsylvania,40.06083,-76.71972,York,17345
Manheim,PA,Pennsylvania,40.1625,-76.39639,Lancaster,17545
Manns Choice,PA,Pennsylvania,40.00278,-78.59139,Bedford,15550
Manor,PA,Pennsylvania,40.33583,-79.66833,Westmoreland,15665
Manorville,PA,Pennsylvania,40.78639,-79.52167,Armstrong,16238
Mansfield,PA,Pennsylvania,41.80611,-77.07556,Tioga,16933
Mapleton,PA,Pennsylvania,40.39194,-77.94028,Huntingdon,17052
Marcus Hook,PA,Pennsylvania,39.817,-75.417,Delaware,19061
Marianna,PA,Pennsylvania,40.01556,-80.11056,Washington,null
Marietta,PA,Pennsylvania,40.05722,-76.55583,Lancaster,17547
Marion Center,PA,Pennsylvania,40.76972,-79.04917,Indiana,15759
Marion Heights,PA,Pennsylvania,40.80472,-76.46389,Northumberland,17832
Marklesburg,PA,Pennsylvania,40.38417,-78.17222,Huntingdon,16657
Markleysburg,PA,Pennsylvania,39.73722,-79.45306,Fayette,15459
Mars,PA,Pennsylvania,40.69667,-80.01222,Butler,16046
Martinsburg,PA,Pennsylvania,40.31056,-78.32556,Blair,16662
Marysville,PA,Pennsylvania,40.34111,-76.93306,Perry,17053
Mason,PA,Pennsylvania,0,0,null,null
Matamoras,PA,Pennsylvania,41.36778,-74.70194,Pike,18336
Mayfield,PA,Pennsylvania,41.53833,-75.53667,Lackawanna,null
Meadville,PA,Pennsylvania,41.65,-80.15,Crawford,null
Mechanicsburg,PA,Pennsylvania,40.21222,-77.00611,Cumberland,"17055, 17050"
Mechanicsville,PA,Pennsylvania,0,0,null,null
Media,PA,Pennsylvania,39.91889,-75.38806,Delaware,"19063, 19065, 19091"
Mercer,PA,Pennsylvania,41.22639,-80.2375,Mercer,16137
Mercersburg,PA,Pennsylvania,39.82944,-77.90194,Franklin,17236
Meshoppen,PA,Pennsylvania,41.61472,-76.04639,Wyoming,18630
Meyersdale,PA,Pennsylvania,39.81361,-79.02639,Somerset,15552
Middleburg,PA,Pennsylvania,40.78806,-77.04333,Snyder,17842
Middleport,PA,Pennsylvania,40.73028,-76.08556,Schuylkill,17953
Middle,PA,Pennsylvania,0,0,null,null
Midland,PA,Pennsylvania,40.63833,-80.4525,Beaver,15059
Midway,PA,Pennsylvania,0,0,null,null
Mifflin,PA,Pennsylvania,40.56833,-77.40361,Juniata,17058
Mifflinburg,PA,Pennsylvania,40.91889,-77.04667,Union,17844
Mifflin,PA,Pennsylvania,40.56833,-77.40361,Juniata,17058
Milesburg,PA,Pennsylvania,40.9425,-77.78917,Centre,16853
Milford,PA,Pennsylvania,41.32417,-74.80278,Pike,18337
Millbourne,PA,Pennsylvania,39.96333,-75.25389,Delaware,null
Mill Creek,PA,Pennsylvania,40.43667,-77.93111,Huntingdon,17060
Millersburg,PA,Pennsylvania,40.54167,-76.95722,Dauphin,17061
Millers,PA,Pennsylvania,0,0,null,null
Millersville,PA,Pennsylvania,40.00611,-76.35139,Lancaster,17551
Mill Hall,PA,Pennsylvania,41.10722,-77.48417,Clinton,17751
Millheim,PA,Pennsylvania,40.89111,-77.47583,Centre,16854
Millvale,PA,Pennsylvania,40.4829694,-79.973725,Allegheny,15209
Mill,PA,Pennsylvania,0,0,null,null
Millville,PA,Pennsylvania,41.12278,-76.52778,Columbia,17846
Milton,PA,Pennsylvania,41.01194,-76.85417,Northumberland,17847
Minersville,PA,Pennsylvania,40.69056,-76.26028,Schuylkill,17954
Modena,PA,Pennsylvania,39.96222,-75.80222,Chester,19358
Mohnton,PA,Pennsylvania,40.28611,-75.98583,Berks,19540
Monaca,PA,Pennsylvania,40.68389,-80.27694,Beaver,15061
Monessen,PA,Pennsylvania,40.15417,-79.88278,Westmoreland,15062
Monongahela,PA,Pennsylvania,40.20056,-79.92833,Washington,15063
Monroe,PA,Pennsylvania,41.71278,-76.47528,Bradford,18832
Monroeville municipality,PA,Pennsylvania,0,0,null,null
Mont Alto,PA,Pennsylvania,39.84333,-77.555,Franklin,17237
Montgomery,PA,Pennsylvania,41.17139,-76.87583,Lycoming,17752
Montoursville,PA,Pennsylvania,41.25278,-76.91556,Lycoming,17754
Montrose,PA,Pennsylvania,41.83306,-75.87722,Susquehanna,18801
Moosic,PA,Pennsylvania,41.35833,-75.71222,Lackawanna,18507
Morrisville,PA,Pennsylvania,0,0,null,null
Morton,PA,Pennsylvania,39.91056,-75.32722,Delaware,19070
Moscow,PA,Pennsylvania,41.33917,-75.52917,Lackawanna,18444
Mount Carbon,PA,Pennsylvania,40.6725,-76.1875,Schuylkill,17901
Mount Carmel,PA,Pennsylvania,40.79639,-76.41222,Northumberland,17851
Mount Gretna,PA,Pennsylvania,40.24639,-76.47278,Lebanon,17064
Mount Holly Springs,PA,Pennsylvania,40.11611,-77.18667,Cumberland,17065
Mount Jewett,PA,Pennsylvania,41.72472,-78.64361,McKean,16740
Mount Joy,PA,Pennsylvania,40.11,-76.51111,Lancaster,17552
Mount Oliver,PA,Pennsylvania,40.41139,-79.98667,Allegheny,null
Mount Penn,PA,Pennsylvania,40.32944,-75.89056,Berks,19606
Mount Pleasant,PA,Pennsylvania,40.14972,-79.5425,Westmoreland,15666
Mount Pocono,PA,Pennsylvania,41.12306,-75.35944,Monroe,18344
Mount Union,PA,Pennsylvania,40.38472,-77.88333,Huntingdon,17066
Mountville,PA,Pennsylvania,40.03972,-76.4325,Lancaster,17554
Mount Wolf,PA,Pennsylvania,40.06278,-76.70556,York,17347
Muncy,PA,Pennsylvania,41.20194,-76.78639,Lycoming,17756
Munhall,PA,Pennsylvania,40.3912028,-79.901222,Allegheny,15120
Murrysville municipality,PA,Pennsylvania,0,0,null,null
Myers,PA,Pennsylvania,0,0,null,null
Nanticoke,PA,Pennsylvania,41.19944,-75.99917,Luzerne,18634
Nanty-Glo,PA,Pennsylvania,40.47222,-78.83472,Cambria,15943
Narberth,PA,Pennsylvania,40.0075,-75.26222,Montgomery,19072
Nazareth,PA,Pennsylvania,40.74,-75.31111,Northampton,18064
Nescopeck,PA,Pennsylvania,41.0525,-76.21583,Luzerne,18635
Nesquehoning,PA,Pennsylvania,40.86806,-75.82417,Carbon,null
New Albany,PA,Pennsylvania,41.6,-76.44222,Bradford,18833
New Alexandria,PA,Pennsylvania,40.39722,-79.42361,Westmoreland,15670
New Baltimore,PA,Pennsylvania,39.98389,-78.77222,Somerset,15553
New Beaver,PA,Pennsylvania,40.87944,-80.3725,Lawrence,null
New Berlin,PA,Pennsylvania,40.88028,-76.98639,Union,17855
New Bethlehem,PA,Pennsylvania,41.00333,-79.33083,Clarion,16242
New Brighton,PA,Pennsylvania,40.73662111,-80.31607111,Beaver,15066
New Britain,PA,Pennsylvania,40.29917,-75.17833,Bucks,18901
New Buffalo,PA,Pennsylvania,40.45417,-76.97,Perry,17069
Newburg,PA,Pennsylvania,0,0,null,null
Newburg,PA,Pennsylvania,0,0,null,null
New Castle,PA,Pennsylvania,40.99722,-80.34444,Lawrence,"
6 total ZIP codes:
16101, 16102, 16103, 16105, 16107, 16108
"
New Centerville,PA,Pennsylvania,39.94167,-79.19194,Somerset,null
New Columbus,PA,Pennsylvania,41.1725,-76.28944,Luzerne,null
New Cumberland,PA,Pennsylvania,40.22917,-76.87389,Cumberland,17070
New Eagle,PA,Pennsylvania,40.2075,-79.95306,Washington,null
Newell,PA,Pennsylvania,40.08028,-79.89694,Fayette,null
New Florence,PA,Pennsylvania,40.37972,-79.07472,Westmoreland,15944
New Freedom,PA,Pennsylvania,39.73667,-76.69861,York,17349
New Galilee,PA,Pennsylvania,40.83333,-80.39944,Beaver,16141
New Holland,PA,Pennsylvania,40.10222,-76.08778,Lancaster,17557
New Hope,PA,Pennsylvania,40.36417,-74.95139,Bucks,18938
New Kensington,PA,Pennsylvania,40.56833,-79.75833,Westmoreland,"1,506,815,069"
New Lebanon,PA,Pennsylvania,41.41472,-80.07472,Mercer,null
New Milford,PA,Pennsylvania,41.87639,-75.72639,Susquehanna,18834
New Morgan,PA,Pennsylvania,40.18056,-75.87056,Berks,null
New Oxford,PA,Pennsylvania,39.86333,-77.05639,Adams,17350
New Paris,PA,Pennsylvania,40.1075,-78.64444,Bedford,15554
New Philadelphia,PA,Pennsylvania,40.72056,-76.11722,Schuylkill,17959
Newport,PA,Pennsylvania,40.47833,-77.13389,Perry,17074
New Ringgold,PA,Pennsylvania,40.68694,-75.99806,Schuylkill,17960
Newry,PA,Pennsylvania,40.39333,-78.435,Blair,16665
New Salem,PA,Pennsylvania,39.9025,-76.79306,York,17371
New Stanton,PA,Pennsylvania,40.22,-79.60361,Westmoreland,15672
Newton Hamilton,PA,Pennsylvania,40.39278,-77.835,Mifflin,17075
New,PA,Pennsylvania,0,0,null,null
Newville,PA,Pennsylvania,40.16972,-77.40194,Cumberland,17241
New Washington,PA,Pennsylvania,40.82278,-78.70111,Clearfield,16048
New Wilmington,PA,Pennsylvania,41.12083,-80.33278,Lawrence,null
Nicholson,PA,Pennsylvania,41.625,-75.78306,Wyoming,18446
Norris,PA,Pennsylvania,0,0,null,null
Northampton,PA,Pennsylvania,40.68389,-75.49139,Northampton,18067
North Apollo,PA,Pennsylvania,40.59333,-79.55778,Armstrong,15673
North Belle Vernon,PA,Pennsylvania,40.13139,-79.86333,Westmoreland,15012
North Braddock,PA,Pennsylvania,40.405,-79.85639,Allegheny,15104
North Catasauqua,PA,Pennsylvania,40.66194,-75.47611,Northampton,null
North Charleroi,PA,Pennsylvania,40.15083,-79.90944,Washington,null
North East,PA,Pennsylvania,42.21333,-79.83361,Erie,16428
Northern Cambria,PA,Pennsylvania,40.65583,-78.77944,Cambria,15714
North Irwin,PA,Pennsylvania,40.33806,-79.71083,Westmoreland,15642
Northumberland,PA,Pennsylvania,40.89389,-76.79611,Northumberland,17857
North Wales,PA,Pennsylvania,40.21083,-75.275,Montgomery,"19436, 19454, 19455, 19477"
North York,PA,Pennsylvania,39.97778,-76.73139,York,null
Norwood,PA,Pennsylvania,39.88833,-75.29722,Delaware,19074
Nuangola,PA,Pennsylvania,41.15722,-75.97694,Luzerne,null
Oakdale,PA,Pennsylvania,40.39944,-80.18556,Allegheny,null
Oakland,PA,Pennsylvania,0,0,null,null
Oakmont,PA,Pennsylvania,40.51944,-79.8375,Allegheny,15139
Ohiopyle,PA,Pennsylvania,39.86806,-79.49306,Fayette,null
Ohioville,PA,Pennsylvania,40.67944,-80.47139,Beaver,null
Oil,PA,Pennsylvania,0,0,null,null
Oklahoma,PA,Pennsylvania,40.58167,-79.57472,Westmoreland,null
Old Forge,PA,Pennsylvania,0,0,null,null
Olyphant,PA,Pennsylvania,41.4625,-75.59556,Lackawanna,18447-18448
Orangeville,PA,Pennsylvania,41.07861,-76.41444,Columbia,17859
Orbisonia,PA,Pennsylvania,40.24333,-77.89333,Huntingdon,17243
Orrs,PA,Pennsylvania,0,0,null,null
Orwigsburg,PA,Pennsylvania,40.65667,-76.10194,Schuylkill,17961
Osceola Mills,PA,Pennsylvania,40.85278,-78.27056,Clearfield,16666
Oswayo,PA,Pennsylvania,41.92111,-78.01806,Potter,16915
Oxford,PA,Pennsylvania,39.78389,-75.97833,Chester,19363
Paint,PA,Pennsylvania,40.24333,-78.84611,Somerset,null
Palmerton,PA,Pennsylvania,40.80306,-75.61194,Carbon,18071
Palmyra,PA,Pennsylvania,40.30806,-76.59389,Lebanon,17078
Palo Alto,PA,Pennsylvania,40.68778,-76.17111,Schuylkill,17901
Parker,PA,Pennsylvania,41.09417,-79.68278,Armstrong,null
Parkesburg,PA,Pennsylvania,39.95917,-75.92056,Chester,19365
Parkside,PA,Pennsylvania,39.86667,-75.37833,Delaware,19015
Parryville,PA,Pennsylvania,40.82444,-75.66917,Carbon,18244
Patterson Heights,PA,Pennsylvania,40.73917,-80.32806,Beaver,null
Patton,PA,Pennsylvania,40.63444,-78.65083,Cambria,16668
Paxtang,PA,Pennsylvania,40.26083,-76.83389,Dauphin,17111
Pen Argyl,PA,Pennsylvania,40.86889,-75.25556,Northampton,18072
Penbrook,PA,Pennsylvania,40.27833,-76.8475,Dauphin,17103
Penn,PA,Pennsylvania,40.32889,-79.64028,Westmoreland,15675
Penndel,PA,Pennsylvania,40.15611,-74.91417,Bucks,19047
Penn Lake Park,PA,Pennsylvania,41.115,-75.77,Luzerne,null
Pennsburg,PA,Pennsylvania,40.39556,-75.49722,Montgomery,18073
Pennsbury,PA,Pennsylvania,0,0,null,null
Perkasie,PA,Pennsylvania,40.37167,-75.29306,Bucks,"18944, 18960"
Perryopolis,PA,Pennsylvania,40.08583,-79.75222,Fayette,15473
Petersburg,PA,Pennsylvania,40.5725,-78.04806,Huntingdon,16669
Petrolia,PA,Pennsylvania,41.01806,-79.71833,Butler,16050
Philadelphia,PA,Pennsylvania,39.95278,-75.16361,null,"19092–19093, 19099, 191xx"
Philipsburg,PA,Pennsylvania,0,0,null,null
Phoenixville,PA,Pennsylvania,40.13083,-75.51917,Chester,19460
Picture Rocks,PA,Pennsylvania,41.28,-76.71167,Lycoming,17762
Pillow,PA,Pennsylvania,40.64056,-76.80333,Dauphin,17080
Pine Grove,PA,Pennsylvania,0,0,null,null
Pitcairn,PA,Pennsylvania,40.40583,-79.77639,Allegheny,15140
Pittsburgh,PA,Pennsylvania,40.43972,-79.97639,null,"
34 total ZIP codes:
15106, 15120–15121, 15201, 15203–15208, 15210–15222, 15224, 15226–15227, 15230, 15232–15235, 15237, 15239, 15289, 15229
"
Pittston,PA,Pennsylvania,41.32389,-75.78889,Luzerne,18640-18644
Platea,PA,Pennsylvania,41.95111,-80.32528,Erie,null
Pleasant Hills,PA,Pennsylvania,40.33222,-79.96056,Allegheny,null
Pleasantville,PA,Pennsylvania,0,0,null,null
Pleasantville,PA,Pennsylvania,0,0,null,null
Plum,PA,Pennsylvania,40.49861,-79.75444,Allegheny,null
Plumville,PA,Pennsylvania,40.79389,-79.18028,Indiana,16246
Plymouth,PA,Pennsylvania,41.24194,-75.94806,Luzerne,18651
Point Marion,PA,Pennsylvania,39.73583,-79.89972,Fayette,15474
Polk,PA,Pennsylvania,41.37167,-79.92944,Venango,16342
Portage,PA,Pennsylvania,40.38694,-78.67361,Cambria,15946
Port Allegany,PA,Pennsylvania,41.815,-78.27917,McKean,16743
Port Carbon,PA,Pennsylvania,40.69722,-76.16667,Schuylkill,17965
Port Clinton,PA,Pennsylvania,40.58222,-76.02444,Schuylkill,19549
Portersville,PA,Pennsylvania,40.92528,-80.14417,Butler,16051
Portland,PA,Pennsylvania,40.92056,-75.09778,Northampton,18351
Port Matilda,PA,Pennsylvania,40.8,-78.05111,Centre,16870
Port Royal,PA,Pennsylvania,40.53333,-77.3875,Juniata,17082
Port Vue,PA,Pennsylvania,40.33861,-79.87056,Allegheny,null
Potts,PA,Pennsylvania,0,0,null,null
Pottsville,PA,Pennsylvania,40.685,-76.20278,Schuylkill,17901
Pringle,PA,Pennsylvania,41.27611,-75.89944,Luzerne,null
Prompton,PA,Pennsylvania,41.58222,-75.33,Wayne,null
Prospect,PA,Pennsylvania,40.90417,-80.04639,Butler,16052
Prospect Park,PA,Pennsylvania,39.88583,-75.30722,Delaware,19076
Punxsutawney,PA,Pennsylvania,40.94556,-78.97528,Jefferson,15767
Quaker,PA,Pennsylvania,0,0,null,null
Quarryville,PA,Pennsylvania,39.89528,-76.16222,Lancaster,17566
Railroad,PA,Pennsylvania,39.75667,-76.69944,York,17355
Rainsburg,PA,Pennsylvania,39.89528,-78.51583,Bedford,null
Ramey,PA,Pennsylvania,40.80028,-78.40139,Clearfield,16671
Rankin,PA,Pennsylvania,40.41111,-79.87889,Allegheny,null
Reading,PA,Pennsylvania,40.34167,-75.92639,Berks,"19601-19612, 19640, 19632"
Red Hill,PA,Pennsylvania,40.37639,-75.48444,Montgomery,"18073, 18076"
Red Lion,PA,Pennsylvania,39.89889,-76.60639,York,17356
Renovo,PA,Pennsylvania,41.32639,-77.75056,Clinton,17764
Reynoldsville,PA,Pennsylvania,41.09444,-78.8875,Jefferson,15851
Rices Landing,PA,Pennsylvania,39.94639,-79.99333,Greene,15357
Richland,PA,Pennsylvania,40.35722,-76.25722,Lebanon,17087
Richland,PA,Pennsylvania,40.35722,-76.25722,Lebanon,17087
Ridgway,PA,Pennsylvania,41.42472,-78.72972,Elk,15853
Ridley Park,PA,Pennsylvania,39.87972,-75.32556,Delaware,19078
Riegelsville,PA,Pennsylvania,40.59556,-75.19556,Bucks,18077
Rimersburg,PA,Pennsylvania,41.04167,-79.5025,Clarion,16248
Ring,PA,Pennsylvania,0,0,null,null
Riverside,PA,Pennsylvania,40.95361,-76.635,Northumberland,17868
Roaring Spring,PA,Pennsylvania,40.33444,-78.39861,Blair,16673
Robesonia,PA,Pennsylvania,40.35167,-76.13667,Berks,19551
Rochester,PA,Pennsylvania,40.70306,-80.28333,Beaver,15074
Rockhill,PA,Pennsylvania,40.24306,-77.90056,Huntingdon,17249
Rockledge,PA,Pennsylvania,40.0816,-75.0904,Montgomery,19046
Rockwood,PA,Pennsylvania,39.91611,-79.15583,Somerset,15557
Rome,PA,Pennsylvania,41.85694,-76.34167,Bradford,18837
Roscoe,PA,Pennsylvania,40.07861,-79.86528,Washington,15477
Roseto,PA,Pennsylvania,40.88056,-75.21722,Northampton,18013
Rose Valley,PA,Pennsylvania,39.89528,-75.38583,Delaware,"19063, 19086"
Roseville,PA,Pennsylvania,41.86389,-76.955,Tioga,null
Rosslyn Farms,PA,Pennsylvania,40.42083,-80.08889,Allegheny,null
Rouseville,PA,Pennsylvania,41.47139,-79.68944,Venango,16344
Royalton,PA,Pennsylvania,40.18833,-76.72722,Dauphin,17057
Royersford,PA,Pennsylvania,40.18528,-75.53778,Montgomery,19468
Rural Valley,PA,Pennsylvania,40.79861,-79.31583,Armstrong,16249
Rutledge,PA,Pennsylvania,39.90083,-75.3275,Delaware,19070
Saeger,PA,Pennsylvania,0,0,null,null
St. Clair,PA,Pennsylvania,40.72056,-76.19111,Schuylkill,17970
St. Clairsville,PA,Pennsylvania,40.15611,-78.51056,Bedford,16667
St. Lawrence,PA,Pennsylvania,40.32583,-75.8675,Berks,19606
St. Marys,PA,Pennsylvania,41.42778,-78.56111,Elk,15857
St. Petersburg,PA,Pennsylvania,41.16083,-79.65389,Clarion,16054
Salisbury,PA,Pennsylvania,39.81806,-79.08306,Somerset,15558
Salladasburg,PA,Pennsylvania,41.27778,-77.22583,Lycoming,17740
Saltillo,PA,Pennsylvania,40.21083,-78.00556,Huntingdon,17253
Saltsburg,PA,Pennsylvania,40.48583,-79.44778,Indiana,15681
Sandy Lake,PA,Pennsylvania,41.35111,-80.08333,Mercer,16145
Sanker,PA,Pennsylvania,0,0,null,null
Saxonburg,PA,Pennsylvania,40.75417,-79.81556,Butler,16056
Saxton,PA,Pennsylvania,40.21472,-78.24528,Bedford,16678
